speed_ego,speed_other,distance,relative_speed,lane_difference,weather,brake_event,collision_risk
114.48,110.23,4.01,4.25,0,0,0,0.809
104.96,48.43,21.55,56.53,0,0,0,0.397
44.73,85.39,45.94,40.66,0,2,1,0.725
65.05,73.48,64.57,8.43,0,1,0,0.278
32.92,79.63,22.8,46.72,0,1,0,0.561
115.41,61.58,93.28,53.83,1,0,1,0.372
80.62,50.0,64.97,30.62,0,0,0,0.23
42.86,24.85,87.99,18.01,0,1,0,0.274
87.17,94.43,34.27,7.26,1,1,1,0.467
81.81,94.61,83.24,12.8,0,0,0,0.174
55.82,87.07,39.07,31.26,0,0,0,0.265
31.36,84.36,26.77,53.01,0,0,1,0.559
87.16,44.37,91.34,42.79,1,0,0,0.145
72.03,22.23,11.04,49.8,0,0,0,0.515
97.23,100.87,94.4,3.64,0,0,0,0.146
72.02,69.11,46.93,2.9,0,1,1,0.503
105.22,50.68,99.28,54.53,0,2,0,0.441
75.19,30.19,54.88,45.0,0,0,0,0.275
76.09,26.27,76.23,49.82,0,0,0,0.27
107.67,54.89,2.69,52.78,0,0,0,1.0
60.35,100.47,50.67,40.13,1,1,0,0.286
33.4,111.87,74.27,78.47,1,0,0,0.243
22.88,109.68,78.72,86.8,1,0,1,0.461
95.51,112.0,17.49,16.49,0,0,0,0.331
82.03,110.77,43.06,28.74,0,0,0,0.251
90.41,72.72,43.07,17.69,0,0,0,0.224
41.3,41.94,12.16,0.65,0,0,0,0.368
33.64,99.8,45.42,66.17,0,1,0,0.466
21.45,41.37,81.1,19.92,0,1,0,0.285
55.06,46.72,31.42,8.34,0,0,1,0.429
78.99,43.33,44.39,35.67,0,0,0,0.266
59.22,71.5,96.17,12.27,0,0,0,0.167
63.75,52.18,5.11,11.56,0,0,0,0.702
110.42,35.42,59.97,75.0,1,1,0,0.352
54.83,65.32,74.86,10.49,0,0,1,0.372
71.4,107.39,76.57,35.99,1,0,0,0.135
98.37,77.06,72.16,21.31,1,0,1,0.301
59.65,107.83,73.19,48.18,1,0,1,0.368
82.21,39.59,7.78,42.62,1,1,0,0.954
106.24,36.7,54.35,69.54,0,1,1,0.65
114.95,77.56,78.73,37.39,0,2,0,0.425
34.71,66.33,11.22,31.63,1,1,0,0.702
112.66,86.02,3.18,26.64,0,0,0,1.0
69.21,99.46,81.83,30.25,0,0,0,0.218
45.82,95.13,71.8,49.31,0,1,0,0.369
65.91,114.23,42.4,48.31,0,2,0,0.563
118.0,59.83,94.16,58.18,1,0,1,0.382
69.26,40.64,77.13,28.62,0,0,0,0.216
52.88,75.09,96.85,22.22,0,0,1,0.391
83.34,31.07,93.07,52.27,1,1,1,0.455
44.01,48.89,49.17,4.87,0,1,0,0.302
27.59,40.79,75.96,13.2,1,1,0,0.174
32.89,59.66,67.58,26.77,1,0,0,0.118
32.8,31.12,81.52,1.68,1,2,1,0.431
35.19,23.18,79.19,12.01,0,0,0,0.174
33.88,85.68,17.02,51.8,0,0,0,0.424
84.09,81.02,24.91,3.06,0,0,0,0.243
38.19,90.84,28.04,52.65,0,0,1,0.552
54.57,86.04,82.21,31.47,0,0,0,0.221
109.68,31.43,81.45,78.25,0,0,1,0.538
67.4,49.11,50.54,18.29,0,1,0,0.332
86.76,32.95,58.92,53.8,0,1,1,0.601
37.23,104.3,83.04,67.07,0,0,1,0.509
39.23,94.69,32.63,55.46,0,0,0,0.343
24.09,40.15,6.92,16.07,1,0,0,0.482
36.89,54.13,49.29,17.24,0,0,0,0.213
47.86,116.66,91.54,68.8,0,1,1,0.598
37.7,79.42,79.47,41.71,0,1,1,0.541
28.87,100.12,37.93,71.25,0,0,1,0.568
32.06,46.46,8.35,14.4,0,0,0,0.51
66.08,41.01,64.42,25.07,0,0,0,0.216
40.63,98.39,83.78,57.76,1,0,0,0.186
56.43,88.59,67.16,32.16,0,0,0,0.232
70.34,88.1,43.66,17.76,0,0,0,0.223
89.04,75.26,14.09,13.78,1,0,0,0.266
23.93,76.36,91.26,52.43,0,2,1,0.645
99.94,93.57,29.04,6.37,0,0,1,0.432
82.79,47.0,23.98,35.79,1,1,0,0.42
28.18,55.28,81.97,27.1,0,0,0,0.21
107.36,107.16,98.16,0.19,0,0,1,0.336
112.09,50.89,66.7,61.2,1,0,0,0.205
26.11,74.63,63.23,48.52,0,0,0,0.276
47.69,90.26,33.3,42.58,0,0,0,0.308
100.62,119.99,4.0,19.37,0,0,0,0.848
94.83,63.53,20.8,31.3,0,0,0,0.339
38.45,62.81,59.27,24.36,0,0,0,0.219
40.93,104.26,16.83,63.32,0,1,0,0.701
57.05,100.55,88.62,43.5,1,0,0,0.148
68.45,93.11,20.44,24.66,1,0,0,0.225
81.83,66.32,53.17,15.5,0,1,0,0.318
56.89,52.39,52.18,4.5,0,1,0,0.293
66.25,80.87,61.19,14.62,0,1,1,0.499
94.75,107.62,34.09,12.88,1,0,0,0.132
23.67,108.38,87.61,84.71,0,0,0,0.351
45.24,30.85,45.54,14.39,0,1,0,0.336
91.33,62.84,70.62,28.5,0,0,1,0.42
109.52,66.47,64.32,43.05,0,1,0,0.365
71.17,117.76,13.48,46.59,0,0,1,0.658
73.21,87.8,63.02,14.59,0,1,1,0.496
30.72,60.72,55.97,30.01,0,1,1,0.548
64.74,22.61,90.06,42.14,0,0,1,0.444
73.26,76.54,88.33,3.28,1,0,1,0.247
44.25,29.61,16.79,14.64,0,2,1,1.0
46.92,103.44,10.01,56.52,0,0,0,0.559
57.73,95.25,30.87,37.52,0,0,0,0.304
22.01,66.05,98.69,44.04,0,2,1,0.615
52.21,62.92,4.11,10.71,0,1,0,1.0
41.14,109.73,67.94,68.59,0,0,1,0.522
52.75,48.85,61.63,3.9,1,1,0,0.172
31.98,44.9,65.36,12.93,0,0,0,0.185
109.05,113.92,23.39,4.87,0,0,1,0.456
79.36,100.92,24.22,21.57,0,0,0,0.293
87.91,102.06,44.2,14.15,0,0,1,0.413
98.92,39.52,11.39,59.4,0,0,0,0.531
69.84,34.33,9.31,35.51,1,0,1,0.628
28.69,22.6,10.66,6.09,0,0,0,0.415
73.71,43.7,58.15,30.01,1,0,0,0.134
78.68,97.42,40.98,18.73,0,0,0,0.23
94.54,44.0,30.77,50.54,1,0,0,0.237
63.17,92.91,32.95,29.74,1,0,1,0.377
32.76,45.19,22.31,12.43,0,0,0,0.281
48.38,59.53,42.33,11.15,0,0,0,0.209
56.31,118.32,21.9,62.01,0,0,1,0.608
84.59,44.48,70.41,40.11,0,0,1,0.449
77.08,57.64,14.15,19.44,0,1,1,0.861
55.61,50.11,94.93,5.5,0,0,1,0.35
118.65,30.96,10.8,87.69,1,2,0,1.0
80.58,68.99,94.46,11.59,0,2,0,0.339
43.72,57.87,83.66,14.15,0,1,1,0.468
30.18,89.49,68.71,59.31,0,0,0,0.298
35.29,101.76,91.41,66.47,0,1,0,0.392
44.6,74.42,15.64,29.83,1,1,0,0.545
36.07,23.22,19.28,12.85,1,1,0,0.427
38.66,81.89,26.71,43.24,0,0,1,0.534
48.51,25.54,25.99,22.97,0,0,0,0.287
37.34,81.64,32.46,44.3,0,0,0,0.315
109.68,88.5,58.41,21.17,0,0,0,0.212
28.02,39.78,4.76,11.75,0,0,1,0.937
72.45,101.93,39.46,29.48,0,0,0,0.26
61.04,111.11,26.15,50.07,1,0,0,0.254
118.24,101.31,61.45,16.93,0,1,0,0.304
31.2,50.51,98.55,19.31,0,0,1,0.383
59.79,78.66,52.73,18.88,1,0,0,0.112
116.95,111.48,43.72,5.47,0,1,0,0.32
106.55,52.07,38.09,54.48,0,0,0,0.326
101.71,102.0,78.93,0.3,0,1,0,0.238
45.79,20.95,9.05,24.84,0,0,1,0.71
37.09,20.36,96.06,16.72,0,1,0,0.264
86.86,95.97,42.96,9.11,0,1,0,0.332
112.94,96.14,32.74,16.79,0,1,0,0.399
75.68,98.9,97.46,23.22,1,0,1,0.294
77.16,113.0,93.72,35.84,0,1,1,0.514
48.0,31.79,64.91,16.21,0,0,0,0.194
96.95,43.2,3.81,53.75,0,0,0,0.961
38.7,110.37,75.36,71.67,0,1,0,0.421
52.37,37.72,34.88,14.64,0,0,0,0.234
62.54,88.22,40.05,25.68,0,0,0,0.249
70.76,73.05,17.56,2.29,0,1,0,0.533
44.24,28.32,53.3,15.92,1,0,0,0.104
31.48,48.53,74.97,17.04,0,1,0,0.285
81.06,72.04,28.76,9.02,0,1,0,0.408
48.86,105.24,94.0,56.37,1,0,1,0.378
78.12,90.75,21.08,12.63,0,1,1,0.699
35.44,82.19,8.49,46.75,0,0,1,0.786
68.11,69.6,65.15,1.49,1,0,0,0.057
73.26,49.87,85.23,23.39,0,0,0,0.199
25.18,31.92,95.41,6.74,0,0,1,0.353
53.66,60.91,77.18,7.25,0,1,0,0.258
33.44,22.85,21.57,10.59,0,2,1,0.892
26.34,41.11,97.81,14.77,0,0,0,0.172
119.0,63.25,92.1,55.75,0,0,1,0.477
52.24,61.86,17.99,9.63,0,0,0,0.308
100.99,24.43,56.76,76.56,0,0,0,0.352
45.46,78.91,56.44,33.44,1,0,1,0.345
88.15,74.97,45.37,13.18,0,2,1,0.659
96.02,27.81,98.46,68.21,0,0,0,0.306
79.56,114.32,7.84,34.75,1,0,0,0.483
67.16,29.94,63.47,37.22,0,0,1,0.447
61.18,105.48,22.12,44.3,0,0,0,0.362
54.89,20.03,53.68,34.86,0,0,1,0.451
112.95,108.23,78.41,4.72,1,2,0,0.244
103.06,21.97,26.18,81.09,1,0,1,0.531
116.5,95.78,40.55,20.72,1,1,0,0.27
32.43,56.17,95.18,23.74,0,0,1,0.396
93.09,93.82,76.63,0.73,0,1,0,0.242
113.83,60.17,58.13,53.66,0,0,1,0.493
38.12,27.09,23.76,11.03,1,0,0,0.169
26.65,96.75,43.68,70.1,0,0,0,0.354
94.11,27.13,77.86,66.99,0,0,1,0.512
77.45,112.21,82.41,34.76,0,2,0,0.413
104.18,25.1,25.97,79.09,0,0,1,0.627
33.98,67.93,66.88,33.96,0,1,0,0.338
99.53,92.3,11.31,7.22,0,2,0,1.0
40.16,59.32,4.27,19.16,0,0,0,0.811
36.37,41.72,55.77,5.36,0,1,0,0.287
36.43,95.91,23.99,59.48,0,1,0,0.579
101.46,98.43,9.73,3.03,0,0,0,0.434
86.52,112.27,73.52,25.75,0,1,0,0.308
72.31,57.62,50.8,14.69,0,0,0,0.204
55.88,70.63,80.04,14.74,1,0,0,0.08
107.72,56.31,67.07,51.41,0,0,1,0.48
59.24,45.71,73.52,13.54,0,1,0,0.278
101.66,95.1,32.12,6.56,0,0,0,0.222
63.91,53.97,27.8,9.95,0,2,0,0.589
57.69,62.81,60.89,5.12,0,0,0,0.169
66.27,60.37,21.61,5.9,1,1,1,0.574
50.14,91.27,81.91,41.13,0,1,0,0.337
94.76,111.78,53.25,17.02,1,2,0,0.336
70.27,86.68,24.25,16.4,1,0,0,0.18
43.22,67.16,63.27,23.94,0,0,0,0.214
109.96,97.92,94.61,12.04,0,1,0,0.253
58.39,84.1,10.05,25.71,0,2,0,1.0
74.36,26.06,12.72,48.29,0,0,0,0.476
110.65,29.57,84.7,81.08,0,1,0,0.434
82.42,23.79,12.74,58.63,0,0,0,0.501
31.69,65.68,5.86,33.99,0,1,1,1.0
113.98,102.59,36.1,11.4,0,1,0,0.367
82.77,51.31,47.74,31.46,0,1,0,0.372
53.49,58.42,57.81,4.93,0,0,0,0.172
33.93,110.95,51.72,77.02,0,0,1,0.559
99.4,103.69,91.49,4.29,1,0,0,0.049
82.01,86.5,77.33,4.5,0,1,1,0.451
73.35,46.68,98.41,26.67,0,2,0,0.372
109.39,31.7,48.69,77.69,0,0,0,0.365
98.86,21.61,10.26,77.25,1,0,1,0.704
35.17,30.7,95.64,4.47,1,0,0,0.047
51.17,49.26,2.4,1.91,1,1,1,1.0
44.85,75.18,78.06,30.33,0,0,1,0.42
94.39,26.4,5.07,67.99,0,1,0,1.0
23.35,33.62,76.6,10.27,0,0,0,0.171
76.99,38.11,93.92,38.88,0,0,0,0.234
96.25,83.2,40.15,13.05,1,2,1,0.588
107.68,81.58,25.61,26.1,0,1,1,0.678
54.21,75.08,24.18,20.87,0,0,0,0.291
102.13,45.05,50.19,57.08,1,0,0,0.211
31.06,57.11,18.75,26.05,0,2,0,0.797
104.65,29.67,67.95,74.98,0,0,1,0.538
32.75,42.65,38.1,9.9,0,1,1,0.554
59.73,109.77,33.66,50.04,0,0,0,0.326
99.73,117.97,47.21,18.24,0,1,0,0.341
34.99,84.77,55.17,49.77,1,0,1,0.387
42.93,111.68,15.91,68.76,0,0,1,0.679
92.23,84.27,71.36,7.95,0,1,0,0.267
92.0,23.32,88.53,68.68,0,0,0,0.311
84.11,119.68,29.24,35.56,0,0,0,0.305
89.39,29.9,19.68,59.5,0,0,1,0.618
74.27,88.26,76.53,13.99,1,1,0,0.175
45.18,45.28,19.99,0.1,0,0,0,0.267
54.57,59.2,6.04,4.63,0,0,1,0.809
38.16,84.59,62.69,46.43,0,0,1,0.471
110.85,63.65,25.5,47.2,0,1,0,0.532
78.34,45.05,18.84,33.28,0,2,0,0.813
60.09,53.44,98.2,6.64,0,0,1,0.352
66.2,54.15,30.6,12.05,0,0,0,0.241
114.73,115.93,90.54,1.2,0,1,1,0.429
35.34,99.86,19.47,64.53,0,0,0,0.432
78.62,65.85,82.26,12.77,1,1,0,0.166
70.59,39.98,51.2,30.61,0,0,1,0.444
81.15,101.1,9.7,19.96,0,0,1,0.677
21.81,35.72,73.89,13.91,0,0,0,0.182
107.21,41.05,89.42,66.17,0,0,1,0.504
113.21,56.6,17.98,56.61,0,1,1,0.86
76.51,108.03,73.11,31.52,1,1,0,0.223
89.67,33.18,45.62,56.49,1,0,1,0.416
112.25,32.22,75.88,80.03,0,1,0,0.441
90.72,69.4,71.96,21.33,0,0,0,0.201
35.25,47.64,4.61,12.39,0,1,0,1.0
77.63,76.87,19.51,0.76,0,0,0,0.272
80.67,65.16,48.16,15.51,0,0,0,0.21
62.41,63.5,93.49,1.08,1,2,1,0.414
93.64,31.2,35.52,62.45,0,0,1,0.552
113.44,34.1,63.63,79.33,0,1,0,0.457
112.56,102.11,3.18,10.45,0,1,0,1.0
65.08,108.59,71.69,43.5,0,1,0,0.355
31.32,43.47,61.1,12.14,0,0,0,0.187
118.48,31.35,72.11,87.14,1,0,0,0.266
103.89,25.34,90.66,78.55,0,2,0,0.511
32.47,80.83,16.36,48.36,0,0,0,0.423
112.08,91.54,27.64,20.55,1,1,1,0.546
106.99,57.28,99.59,49.71,1,1,1,0.444
71.88,87.97,17.32,16.08,1,0,0,0.231
79.13,91.3,72.62,12.17,0,0,0,0.178
59.9,113.53,73.06,53.63,1,0,1,0.381
25.48,26.49,68.93,1.01,1,0,0,0.053
53.52,39.23,24.29,14.29,1,1,1,0.563
100.29,26.85,23.08,73.43,1,1,0,0.524
20.46,106.8,67.3,86.34,1,1,1,0.568
53.35,99.26,20.25,45.91,0,2,0,0.809
59.82,77.46,66.83,17.65,0,2,0,0.399
73.74,28.37,50.27,45.37,0,0,0,0.282
111.99,47.33,39.89,64.65,0,0,1,0.547
54.63,49.77,31.42,4.86,0,0,0,0.22
54.7,76.07,94.86,21.38,0,1,0,0.276
93.75,45.8,51.79,47.95,0,0,0,0.286
65.22,27.3,57.0,37.93,0,0,0,0.255
42.46,93.08,95.03,50.62,0,1,0,0.349
65.24,49.91,66.08,15.34,0,1,1,0.493
34.09,65.24,95.87,31.15,0,2,1,0.586
37.64,32.77,12.42,4.87,1,0,0,0.273
69.84,100.25,84.97,30.42,0,2,1,0.598
61.89,76.55,34.87,14.66,0,0,0,0.234
111.48,110.16,81.43,1.33,0,1,1,0.438
56.24,69.55,85.85,13.31,0,0,0,0.174
78.06,114.14,28.61,36.08,1,1,0,0.377
83.23,109.19,42.07,25.96,0,2,1,0.709
21.31,77.65,73.15,56.34,0,1,0,0.385
86.35,113.39,11.71,27.04,1,1,0,0.668
37.8,52.31,76.04,14.51,1,2,0,0.273
116.11,56.56,12.83,59.54,0,0,1,0.702
34.87,24.55,91.62,10.32,0,0,0,0.164
61.46,78.92,29.08,17.46,0,1,0,0.426
28.53,92.19,58.41,63.66,0,1,0,0.427
119.69,97.35,13.48,22.34,1,1,0,0.589
70.22,34.98,28.41,35.24,1,1,0,0.376
79.54,64.42,41.59,15.12,0,1,1,0.552
26.71,37.69,49.73,10.98,1,0,0,0.096
95.0,86.21,2.01,8.78,0,0,0,1.0
40.99,35.79,89.09,5.2,0,1,0,0.241
109.81,110.42,2.75,0.61,0,0,1,1.0
40.51,43.06,77.82,2.55,1,0,0,0.051
39.07,49.14,48.12,10.07,1,2,0,0.339
23.65,105.09,53.34,81.44,0,0,0,0.368
67.21,65.85,22.41,1.36,0,0,1,0.453
76.48,22.4,61.52,54.08,0,0,0,0.291
26.57,69.46,54.65,42.89,1,0,0,0.17
97.55,28.45,18.1,69.1,0,2,1,1.0
65.33,118.53,25.34,53.21,0,1,1,0.749
72.44,78.81,8.56,6.37,0,0,0,0.482
64.08,45.65,8.5,18.42,0,0,0,0.515
60.08,76.37,3.35,16.3,0,2,0,1.0
75.96,27.69,23.61,48.28,1,1,1,0.655
35.52,99.99,68.61,64.47,0,0,0,0.311
38.19,112.53,32.99,74.34,0,0,0,0.389
106.18,107.44,35.59,1.27,0,0,1,0.399
114.61,54.18,14.93,60.44,0,2,0,1.0
57.33,52.58,58.4,4.75,0,1,0,0.28
47.07,23.51,35.53,23.57,0,0,1,0.455
84.4,85.14,68.28,0.74,0,0,1,0.352
60.87,73.49,74.66,12.62,0,0,0,0.178
22.54,65.93,59.3,43.4,0,0,0,0.267
35.62,110.76,29.05,75.15,0,0,0,0.404
91.6,36.79,51.84,54.81,0,0,0,0.303
85.89,20.97,26.69,64.93,0,1,0,0.565
22.71,27.33,90.49,4.62,0,2,0,0.326
42.2,42.34,77.11,0.14,0,0,0,0.145
43.11,23.33,50.31,19.78,0,0,0,0.218
87.19,70.28,96.61,16.9,0,1,0,0.264
21.97,51.41,55.58,29.44,0,0,0,0.235
30.41,38.05,34.2,7.64,0,0,0,0.219
99.99,95.01,11.36,4.98,0,0,0,0.396
37.85,40.45,55.29,2.59,0,0,0,0.169
85.27,88.76,86.32,3.49,0,0,0,0.149
43.82,54.93,86.94,11.11,0,2,0,0.347
29.94,71.18,61.25,41.24,0,0,1,0.459
44.32,113.39,40.56,69.07,1,0,0,0.257
92.23,23.74,65.73,68.49,0,0,0,0.324
105.57,70.03,76.69,35.54,0,0,0,0.234
103.02,105.44,42.34,2.42,0,0,1,0.387
59.72,78.8,48.67,19.08,0,1,0,0.339
86.81,47.69,68.7,39.12,1,0,0,0.148
40.5,59.77,87.91,19.27,0,2,0,0.366
49.31,88.03,79.52,38.71,0,1,0,0.334
109.63,109.08,4.19,0.55,0,1,0,1.0
21.3,24.11,14.19,2.81,1,0,0,0.237
28.55,27.15,85.57,1.4,0,0,0,0.144
40.79,52.51,83.71,11.72,0,0,1,0.371
22.65,43.28,40.1,20.62,0,0,1,0.437
38.14,46.49,59.26,8.35,0,0,0,0.179
78.3,42.13,90.77,36.18,0,2,0,0.405
62.14,39.58,91.33,22.56,0,1,1,0.482
109.27,33.06,78.74,76.2,1,0,0,0.234
101.74,113.4,22.54,11.65,0,1,1,0.676
54.18,34.42,73.57,19.76,0,0,1,0.396
45.94,40.44,11.91,5.5,1,0,0,0.285
57.97,44.63,89.61,13.34,1,0,0,0.072
79.03,113.3,16.62,34.27,0,0,0,0.384
46.81,95.57,66.91,48.77,0,0,0,0.273
82.41,98.97,61.8,16.56,1,0,1,0.297
60.94,30.48,78.14,30.47,0,0,0,0.22
75.2,103.63,56.05,28.43,0,0,0,0.232
63.61,60.82,7.84,2.79,0,0,0,0.503
49.45,46.28,71.17,3.16,0,0,0,0.156
114.85,77.58,39.55,37.27,1,0,0,0.179
96.36,102.22,33.39,5.86,0,0,0,0.216
34.01,97.87,99.18,63.85,0,0,0,0.295
106.85,109.0,59.86,2.15,0,1,1,0.47
68.74,112.81,71.65,44.07,0,0,0,0.258
109.46,43.81,53.58,65.64,1,0,0,0.228
99.99,62.39,77.46,37.6,0,1,0,0.333
62.52,21.46,75.7,41.06,0,0,1,0.448
22.25,107.93,66.4,85.69,0,0,0,0.366
46.87,35.46,99.78,11.41,0,0,0,0.163
74.16,106.15,47.06,31.98,0,1,0,0.376
83.35,52.94,71.21,30.41,1,2,0,0.321
45.79,56.81,80.18,11.02,0,0,1,0.371
33.94,23.91,38.85,10.02,0,0,0,0.213
103.49,52.69,46.8,50.81,0,0,0,0.3
118.44,108.84,96.98,9.6,0,0,1,0.36
72.57,22.55,5.16,50.01,0,2,1,1.0
37.17,60.63,34.86,23.46,0,0,0,0.256
47.23,23.14,49.65,24.09,0,0,0,0.229
21.84,57.09,2.14,35.25,1,0,1,1.0
111.43,37.26,90.11,74.17,0,0,1,0.524
31.78,45.22,30.05,13.45,0,0,1,0.446
77.65,107.76,27.26,30.11,0,1,0,0.473
47.41,63.6,82.39,16.2,0,0,0,0.182
75.42,47.38,29.24,28.04,1,0,0,0.186
85.14,78.93,66.45,6.21,1,0,0,0.067
102.97,34.21,82.51,68.76,0,1,0,0.406
40.64,45.94,79.66,5.3,1,0,0,0.057
21.1,74.62,78.63,53.53,0,0,0,0.278
33.69,43.75,10.69,10.06,0,0,0,0.425
110.0,87.91,9.83,22.09,0,0,0,0.479
107.39,69.15,32.06,38.24,1,2,0,0.513
79.74,97.2,5.52,17.46,0,0,0,0.68
80.05,114.82,51.04,34.77,1,0,1,0.354
86.5,31.58,40.69,54.92,0,2,1,0.789
37.54,53.47,56.59,15.93,0,0,0,0.201
111.44,51.95,31.28,59.49,0,1,1,0.716
61.88,35.12,49.6,26.76,0,1,0,0.355
58.31,101.03,34.8,42.72,0,0,1,0.505
71.89,95.99,21.13,24.1,1,0,0,0.218
24.7,68.44,65.64,43.75,0,1,0,0.364
36.63,73.78,68.0,37.15,0,0,0,0.244
93.8,25.95,83.26,67.85,0,0,0,0.311
28.28,75.55,87.73,47.27,1,0,0,0.158
80.32,99.13,71.04,18.82,0,0,1,0.396
44.53,77.38,69.37,32.85,1,0,0,0.132
58.93,46.53,7.55,12.4,1,0,0,0.44
48.87,86.75,12.76,37.89,0,0,1,0.649
55.57,56.15,81.63,0.58,0,0,0,0.144
91.9,74.49,24.83,17.42,0,0,0,0.279
49.71,68.76,36.85,19.04,0,0,0,0.24
76.64,58.12,16.24,18.52,0,0,1,0.549
67.61,91.89,21.12,24.28,0,0,0,0.319
86.37,108.39,77.99,22.02,1,0,1,0.299
113.68,20.52,27.66,93.16,0,0,0,0.455
93.26,113.36,46.01,20.1,0,0,0,0.225
41.49,71.15,16.86,29.66,0,1,0,0.616
23.12,90.07,68.44,66.95,0,0,0,0.318
46.23,105.56,73.37,59.34,1,0,1,0.395
79.51,66.71,37.45,12.8,0,2,0,0.505
25.14,103.5,78.91,78.35,0,0,1,0.54
69.64,37.76,25.51,31.87,0,0,0,0.312
79.68,35.92,69.81,43.77,0,1,0,0.358
53.42,85.75,73.54,32.32,0,0,0,0.228
97.09,107.01,96.93,9.92,0,2,1,0.532
30.66,109.24,24.77,78.58,0,0,0,0.432
27.51,84.37,11.18,56.86,0,1,0,0.867
92.82,72.55,27.78,20.27,1,0,0,0.172
69.55,53.14,14.04,16.41,0,2,0,0.939
88.84,118.0,18.63,29.16,0,0,0,0.351
63.48,51.97,34.74,11.51,1,0,0,0.127
44.64,94.42,42.57,49.78,1,1,0,0.335
101.91,73.2,90.56,28.71,0,0,1,0.41
99.94,80.85,21.17,19.09,0,1,1,0.713
89.47,59.35,97.23,30.12,1,1,0,0.197
47.21,116.48,81.4,69.27,0,1,1,0.608
79.02,77.17,88.38,1.85,0,0,0,0.144
56.1,113.78,93.09,57.68,0,2,1,0.656
29.16,20.76,75.82,8.4,0,0,0,0.167
111.73,77.27,79.3,34.46,0,0,0,0.23
33.68,91.72,44.91,58.04,0,0,1,0.521
115.02,94.51,52.02,20.52,1,1,1,0.433
64.6,110.5,93.38,45.9,0,1,0,0.339
38.51,20.44,39.07,18.07,0,1,1,0.57
74.19,20.03,6.11,54.16,0,0,0,0.728
107.29,67.23,76.75,40.07,0,0,1,0.445
93.22,22.93,58.17,70.29,0,0,0,0.335
100.66,117.45,81.86,16.8,0,0,0,0.184
85.88,42.21,9.4,43.67,0,0,1,0.746
89.23,67.27,62.88,21.96,0,1,0,0.314
104.92,26.11,26.28,78.81,1,0,0,0.325
44.97,72.2,90.52,27.24,0,0,0,0.206
68.94,58.0,12.77,10.95,0,0,1,0.582
42.12,24.47,84.62,17.65,1,0,0,0.085
118.77,53.51,10.68,65.25,0,1,0,0.913
114.41,59.14,4.46,55.26,0,1,1,1.0
23.94,118.99,25.04,95.05,0,1,1,0.856
90.56,40.79,34.64,49.77,0,0,0,0.323
112.52,74.48,63.4,38.05,0,1,1,0.554
38.06,118.73,14.91,80.67,0,0,0,0.522
76.79,99.2,44.86,22.41,0,2,1,0.685
111.55,119.34,22.02,7.79,1,2,0,0.576
23.39,116.83,85.82,93.44,0,0,1,0.574
89.74,68.95,6.41,20.79,0,2,0,1.0
49.73,89.64,36.88,39.9,0,0,0,0.292
112.44,31.04,63.87,81.4,0,0,0,0.357
117.11,64.11,91.48,52.99,0,0,0,0.27
114.43,100.9,87.06,13.52,0,0,0,0.174
67.42,70.53,89.73,3.11,0,1,0,0.235
106.2,90.27,8.16,15.93,0,2,1,1.0
104.45,94.58,84.41,9.88,0,0,1,0.366
51.91,45.35,78.43,6.56,0,1,0,0.255
102.89,107.57,90.44,4.68,0,1,0,0.238
23.7,65.98,32.53,42.28,0,0,1,0.51
79.63,41.02,91.35,38.61,1,0,0,0.134
43.0,106.54,41.46,63.54,1,1,1,0.574
32.06,61.78,64.14,29.73,1,0,1,0.328
27.7,95.03,43.57,67.34,1,1,1,0.575
89.63,74.8,43.91,14.83,0,1,0,0.343
53.99,58.19,55.57,4.2,0,0,0,0.172
92.48,100.99,36.88,8.51,0,0,1,0.414
26.54,78.45,79.69,51.91,0,0,0,0.273
51.53,59.06,64.1,7.53,0,0,1,0.373
73.95,30.96,69.6,42.99,0,1,0,0.357
99.07,109.54,24.64,10.47,0,0,1,0.463
51.88,23.55,97.02,28.33,0,0,0,0.207
82.59,106.32,66.7,23.73,0,0,0,0.211
108.6,56.0,21.33,52.6,1,0,1,0.488
81.59,83.93,75.55,2.35,0,0,1,0.352
43.3,112.22,19.02,68.92,1,0,0,0.347
22.44,35.17,8.21,12.73,0,0,0,0.512
107.01,76.7,53.7,30.31,0,0,0,0.24
22.13,96.44,56.25,74.32,0,2,1,0.769
107.47,95.76,20.52,11.71,0,2,0,0.717
72.89,72.56,36.14,0.33,1,0,1,0.295
113.91,82.47,94.69,31.43,0,0,1,0.415
99.88,95.75,29.93,4.13,0,1,0,0.387
119.79,104.1,17.25,15.69,0,0,0,0.331
55.07,96.18,99.27,41.11,0,0,1,0.438
96.72,55.4,31.63,41.32,1,0,0,0.211
60.19,119.67,68.66,59.48,0,0,0,0.299
67.99,63.45,24.69,4.54,0,0,0,0.248
82.75,22.45,55.91,60.3,0,1,0,0.424
107.37,56.26,39.86,51.11,0,0,1,0.513
118.41,32.78,96.23,85.63,0,0,0,0.35
96.83,32.14,44.41,64.68,0,1,0,0.466
61.78,48.15,59.25,13.62,0,1,0,0.3
62.14,25.34,94.59,36.8,0,0,1,0.429
93.76,88.85,98.94,4.91,0,1,0,0.232
43.88,27.4,11.96,16.48,0,1,0,0.731
31.05,40.33,83.76,9.28,0,0,0,0.164
55.46,29.29,39.45,26.17,0,2,0,0.525
48.72,26.32,60.29,22.41,0,0,0,0.213
49.63,46.78,38.75,2.86,0,0,1,0.395
